href,stress_address,city,state_and_zip,county,img_href,beds,bath,area,year_built,lot_size,walk_score,transit_score,bike_score,cooling,heating,has_pool,price
https://www.redfin.com/AR/Hot-Springs-National-Park/197-Walley-Ln-71913/home/111131389,197 Walley Ln,Hot Springs, AR 71913,Garland County,https://ssl.cdn-redfin.com/photo/184/bigphoto/244/21036244_0.jpg https://ssl.cdn-redfin.com/photo/184/mbpaddedwide/244/genMid.21036244_6_0.jpg https://ssl.cdn-redfin.com/photo/184/mbpaddedwide/244/genMid.21036244_18_0.jpg,3,2,1790,1995,0,6,0,15,0,0,0,119900
https://www.redfin.com/NC/Albemarle/1107-Efird-St-28001/home/43751429,1107 Efird St,Albemarle, NC 28001,Stanly County,https://ssl.cdn-redfin.com/photo/103/bigphoto/467/3805467_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/467/genMid.3805467_5_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/467/genMid.3805467_16_0.jpg,4,1,1518,1920,0,48,0,57,0,0,0,159900
https://www.redfin.com/CA/Los-Angeles/2939-Leeward-Ave-90005/unit-516/home/175134889,2939 Leeward Ave #516,Los Angeles, CA 90005,Los Angeles County,https://ssl.cdn-redfin.com/photo/58/bigphoto/102/320006102_1.jpg https://ssl.cdn-redfin.com/photo/58/mbpaddedwide/102/genMid.320006102_12_1.jpg https://ssl.cdn-redfin.com/photo/58/mbpaddedwide/102/genMid.320006102_36_1.jpg,2,2,1256,2018,0,96,85,69,0,0,0,839000
https://www.redfin.com/TX/Madisonville/405-Evans-St-77864/home/66874486,405 Evans St,Madisonville, TX 77864,Madison County,https://ssl.cdn-redfin.com/photo/104/bigphoto/698/61335698_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/698/genMid.61335698_3_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/698/genMid.61335698_9_0.jpg,5,2,2000,1999,0,13,0,32,0,0,0,115000
https://www.redfin.com/AL/Huntsville/9005-Mountain-Preserve-BLVD-35763/home/175624777,9005 Mountain Preserve Blvd,Huntsville, AL 35763,Madison County,https://ssl.cdn-redfin.com/photo/252/bigphoto/469/1785469_3.jpg,3,2,2058,1968,0,0,0,25,0,1,0,323664
https://www.redfin.com/OR/Happy-Valley/10912-SE-102nd-Ave-97086/home/175637282,10912 SE 102nd Ave,Happy Valley, OR 97086,Clackamas County,https://ssl.cdn-redfin.com/photo/84/bigphoto/268/21222268_0.jpg https://ssl.cdn-redfin.com/photo/84/mbpaddedwide/268/genMid.21222268_7_0.jpg https://ssl.cdn-redfin.com/photo/84/mbpaddedwide/268/genMid.21222268_21_0.jpg,6,4,3387,1968,0,10,0,25,1,1,0,1200000
https://www.redfin.com/MI/Royal-Oak/4608-Mandalay-Ave-48073/home/99261011,4608 Mandalay Ave,Royal Oak, MI 48073,Oakland County,https://ssl.cdn-redfin.com/photo/144/bigphoto/189/2210094189_0.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/189/genMid.2210094189_8_0.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/189/genMid.2210094189_24_0.jpg,3,2,1125,1953,0,49,0,62,0,0,0,289900
https://www.redfin.com/MO/Kansas-City/6027-College-Ave-64130/home/93224230,6027 College Ave,Kansas City, MO 64130,Jackson County,https://ssl.cdn-redfin.com/photo/157/bigphoto/598/2354598_0.jpg https://ssl.cdn-redfin.com/photo/157/mbpaddedwide/598/genMid.2354598_5_0.jpg https://ssl.cdn-redfin.com/photo/157/mbpaddedwide/598/genMid.2354598_15_0.jpg,4,1.5,1532,1950,0,34,36,26,0,0,0,99000
https://www.redfin.com/NY/Roslyn/3D-Woodland-Rd-11576/home/20564747,3D Woodland Rd,Roslyn, NY 11576,Nassau County,https://ssl.cdn-redfin.com/photo/269/bigphoto/950/3338950_1.jpg https://ssl.cdn-redfin.com/photo/269/mbpaddedwide/950/genMid.3338950_9_1.jpg https://ssl.cdn-redfin.com/photo/269/mbpaddedwide/950/genMid.3338950_27_0.jpg,6,4.5,6100,1996,0,38,0,40,1,3,0,2089000
https://www.redfin.com/CT/West-Hartford/2-Arnold-Way-06119/unit-2A/home/53973715,2 Arnold Way Unit 2A,West Hartford, CT 06119,Hartford County,https://ssl.cdn-redfin.com/photo/234/bigphoto/286/170438286_0.jpg https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/286/genMid.170438286_4_0.jpg https://ssl.cdn-redfin.com/photo/234/mbpaddedwide/286/genMid.170438286_13_0.jpg,1,1,790,1938,0,86,0,55,0,0,0,177900
https://www.redfin.com/MN/Minneapolis/189-Seymour-Ave-SE-55414/home/51484312,189 Seymour Ave SE,Minneapolis, MN 55414,Hennepin County,https://ssl.cdn-redfin.com/photo/114/bigphoto/293/6082293_4.jpg https://ssl.cdn-redfin.com/photo/114/mbpaddedwide/293/genMid.6082293_5_6.jpg https://ssl.cdn-redfin.com/photo/114/mbpaddedwide/293/genMid.6082293_15_6.jpg,2,2,1075,1900,0,56,53,77,0,0,0,319900
https://www.redfin.com/MI/Oak-Park/14201-W-10-Mile-Rd-48237/home/99071960,14201 W 10 Mile Rd,Oak Park, MI 48237,Oakland County,https://ssl.cdn-redfin.com/photo/144/bigphoto/372/2210094372_2.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/372/genMid.2210094372_10_2.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/372/genMid.2210094372_30_2.jpg,3,1,1100,1951,0,49,0,42,0,0,0,219900
https://www.redfin.com/UT/Tooele/53-E-Broxburn-WAY-N-84074/unit-111/home/176950685,53 E Broxburn Way N #111,Tooele, UT 84074,Tooele County,https://ssl.cdn-redfin.com/photo/171/bigphoto/622/1776622_0.jpg https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/622/genMid.1776622_1_0.jpg https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/622/genMid.1776622_2_0.jpg,3,2,2932,1968,0,58,24,43,1,3,0,433950
https://www.redfin.com/IN/Noblesville/10421-Cerulean-Dr-46060/home/67021988,10421 Cerulean Dr,Noblesville, IN 46060,Hamilton County,https://ssl.cdn-redfin.com/photo/147/bigphoto/797/21804797_2.jpg https://ssl.cdn-redfin.com/photo/147/mbpaddedwide/797/genMid.21804797_6_2.jpg https://ssl.cdn-redfin.com/photo/147/mbpaddedwide/797/genMid.21804797_18_2.jpg,3,2.5,2368,1997,0,1,0,20,0,0,0,369000
https://www.redfin.com/CA/Moorpark/11259-Watson-Dr-93021/home/4732812,11259 Watson Dr,Moorpark, CA 93021,Ventura County,https://ssl.cdn-redfin.com/photo/272/bigphoto/536/221004536_4.jpg https://ssl.cdn-redfin.com/photo/272/mbpaddedwide/536/genMid.221004536_9_2.jpg https://ssl.cdn-redfin.com/photo/272/mbpaddedwide/536/genMid.221004536_28_1.jpg,5,5.5,5015,2004,0,1,0,1,0,0,0,1699000
https://www.redfin.com/NC/Iron-Station/661-Latrobe-DR-28080/home/177018830,661 Latrobe Dr,Iron Station, NC 28080,Lincoln County,https://ssl.cdn-redfin.com/photo/103/bigphoto/629/3801629_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/629/genMid.3801629_6_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/629/genMid.3801629_18_0.jpg,4,3,2428,1968,0,0,0,11,0,0,0,453556
https://www.redfin.com/OR/Jacksonville/13800-Upper-Applegate-Rd-97530/home/177031495,13800 Upper Applegate Rd,Jacksonville, OR 97530,Jackson County,https://ssl.cdn-redfin.com/photo/199/bigphoto/410/220129410_3.jpg https://ssl.cdn-redfin.com/photo/199/mbpaddedwide/410/genMid.220129410_6_3.jpg https://ssl.cdn-redfin.com/photo/199/mbpaddedwide/410/genMid.220129410_18_2.jpg,1,1,664,1968,0,0,0,0,1,2,0,399000
https://www.redfin.com/ME/Limington/105-July-St-04049/home/100305138,105 July St,Limington, ME 04049,York County,https://ssl.cdn-redfin.com/photo/180/bigphoto/953/1504953_2.jpg https://ssl.cdn-redfin.com/photo/180/mbpaddedwide/953/genMid.1504953_2_2.jpg https://ssl.cdn-redfin.com/photo/180/mbpaddedwide/953/genMid.1504953_6_2.jpg,2,1,644,1968,0,0,0,20,0,0,0,230000
https://www.redfin.com/AK/HOMER/36995-POMEROY-RD-99603/home/133327571,36995 Pomeroy Rd,Homer, AK 99603,Kenai Peninsula Borough,https://ssl.cdn-redfin.com/photo/270/bigphoto/372/21-16372_0.jpg https://ssl.cdn-redfin.com/photo/270/mbpaddedwide/372/genMid.21-16372_8_0.jpg https://ssl.cdn-redfin.com/photo/270/mbpaddedwide/372/genMid.21-16372_24_0.jpg,3,1,2177,1951,0,0,0,17,0,2,0,1000000
https://www.redfin.com/NY/Westfield/6743-Finley-Rd-14787/home/117005085,6743 Finley Rd,Portland, NY 14787,Chautauqua County,https://ssl.cdn-redfin.com/photo/190/bigphoto/421/R1370421_0.jpg https://ssl.cdn-redfin.com/photo/190/mbpaddedwide/421/genMid.R1370421_8_0.jpg https://ssl.cdn-redfin.com/photo/190/mbpaddedwide/421/genMid.R1370421_26_0.jpg,4,2,2262,1999,0,0,0,7,0,0,0,310000
https://www.redfin.com/PA/Butler/200-Clark-Ave-16002/home/73670844,200 Clark Ave,Twp of But SE, PA 16002,Butler County,https://ssl.cdn-redfin.com/photo/162/bigphoto/443/1527443_0.jpg https://ssl.cdn-redfin.com/photo/162/mbpaddedwide/443/genMid.1527443_5_0.jpg https://ssl.cdn-redfin.com/photo/162/mbpaddedwide/443/genMid.1527443_17_0.jpg,4,4.5,2314,1948,0,2,0,22,1,2,0,375000
https://www.redfin.com/SC/Longs/317-Moulton-Dr-29568/home/170703630,317 Moulton Dr,Longs, SC 29568,Horry County,https://ssl.cdn-redfin.com/photo/229/bigphoto/414/2124414_3.jpg https://ssl.cdn-redfin.com/photo/229/mbpaddedwide/414/genMid.2124414_10_3.jpg https://ssl.cdn-redfin.com/photo/229/mbpaddedwide/414/genMid.2124414_30_3.jpg,3,2,2211,2017,0,0,0,25,1,3,0,419000
https://www.redfin.com/FL/Ruskin/821-Bahia-Del-Sol-Dr-33570/unit-A/home/176876862,821 Bahia Del Sol Dr Unit A,RUSKIN, FL 33570,Hillsborough County,https://ssl.cdn-redfin.com/photo/118/bigphoto/856/T3336856_1.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/856/genMid.T3336856_9_2.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/856/genMid.T3336856_29_3.jpg,2,2,1095,1968,0,7,0,30,0,0,0,379900
https://www.redfin.com/TX/San-Antonio/4141-Monteverde-Vw-78261/home/173261568,4141 Monteverde Vw,San Antonio, TX 78261,Bexar County,https://ssl.cdn-redfin.com/photo/108/bigphoto/901/1563901_0.jpg https://ssl.cdn-redfin.com/photo/108/mbpaddedwide/901/genMid.1563901_4_0.jpg https://ssl.cdn-redfin.com/photo/108/mbpaddedwide/901/genMid.1563901_12_0.jpg,5,3.5,2809,1968,0,0,0,41,0,0,0,492634
https://www.redfin.com/CA/Pomona/241-Fanshaw-Ave-91767/home/7909934,241 Fanshaw Ave,Pomona, CA 91767,Los Angeles County,https://ssl.cdn-redfin.com/photo/45/bigphoto/811/TR19163811_5.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/811/genMid.TR19163811_5_5.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/811/genMid.TR19163811_15_5.jpg,4,2.5,1538,1961,0,68,41,69,0,0,0,625000
https://www.redfin.com/CA/San-Francisco/162-Caine-Ave-94112/home/1215319,162 Caine Ave,San Francisco, CA 94112,San Francisco County,https://ssl.cdn-redfin.com/photo/9/bigphoto/071/421611071_0.jpg https://ssl.cdn-redfin.com/photo/9/mbpaddedwide/071/genMid.421611071_14_0.jpg https://ssl.cdn-redfin.com/photo/9/mbpaddedwide/071/genMid.421611071_42_0.jpg,5,5,2385,1963,0,68,84,43,0,2,0,1485000
https://www.redfin.com/CA/Kensington/255-Stanford-Ave-94708/home/1112360,255 Stanford Ave,Kensington, CA 94708,Contra Costa County,https://ssl.cdn-redfin.com/photo/10/bigphoto/839/40973839_0.jpg https://ssl.cdn-redfin.com/photo/10/mbpaddedwide/839/genMid.40973839_10_0.jpg https://ssl.cdn-redfin.com/photo/10/mbpaddedwide/839/genMid.40973839_30_0.jpg,2,2,961,1948,0,52,0,30,0,0,0,825000
https://www.redfin.com/PA/Scranton/2014-N-Washington-Ave-18509/home/128454499,2014 N Washington,Scranton, PA 18509,Lackawanna County,https://ssl.cdn-redfin.com/photo/290/bigphoto/956/21-4956_0.jpg https://ssl.cdn-redfin.com/photo/290/mbpaddedwide/956/genMid.21-4956_20_0.jpg https://ssl.cdn-redfin.com/photo/290/mbpaddedwide/956/genMid.21-4956_60_0.jpg,4,3.5,3277,1968,0,53,0,31,0,1,0,279000
https://www.redfin.com/FL/Pensacola/10300-Wailuku-Dr-32506/home/134816552,10300 Wailuku Dr,Pensacola, FL 32506,Escambia County,https://ssl.cdn-redfin.com/photo/254/bigphoto/706/599706_4.jpg https://ssl.cdn-redfin.com/photo/254/mbpaddedwide/706/genMid.599706_10_4.jpg https://ssl.cdn-redfin.com/photo/254/mbpaddedwide/706/genMid.599706_31_4.jpg,4,2,1815,2004,0,7,10,34,4,2,0,293000
https://www.redfin.com/SC/Myrtle-Beach/7100-N-Ocean-Blvd-29572/unit-726/home/170821733,7100 N Ocean Blvd #726,Myrtle Beach, SC 29572,Horry County,https://ssl.cdn-redfin.com/photo/229/bigphoto/482/2124482_1J.jpg https://ssl.cdn-redfin.com/photo/229/mbpaddedwide/482/genMid.2124482_10_1I.jpg https://ssl.cdn-redfin.com/photo/229/mbpaddedwide/482/genMid.2124482_30_1I.jpg,4,3,1728,2006,0,42,0,43,1,2,0,449900
https://www.redfin.com/LA/Lacombe/28452-Lake-Dr-N-70445/home/85328025,28452 N Lake Dr,Lacombe, LA 70445,St. Tammany Parish,https://ssl.cdn-redfin.com/photo/166/bigphoto/669/2318669_1.jpg https://ssl.cdn-redfin.com/photo/166/mbpaddedwide/669/genMid.2318669_5_1.jpg https://ssl.cdn-redfin.com/photo/166/mbpaddedwide/669/genMid.2318669_15_1.jpg,3,2,1872,1987,0,0,0,26,0,0,0,99000
https://www.redfin.com/PA/Gilbertsville/687-Swamp-Picnic-Rd-19525/home/38737084,687 Swamp Picnic Rd,Gilbertsville, PA 19525,Montgomery County,https://ssl.cdn-redfin.com/photo/235/bigphoto/898/PAMC2015898_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/898/genMid.PAMC2015898_8_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/898/genMid.PAMC2015898_24_0.jpg,4,2,2647,1987,0,1,0,24,0,0,0,725000
https://www.redfin.com/FL/Kissimmee/845-San-Jose-Ct-34758/home/46560825,845 San Jose Ct,KISSIMMEE, FL 34758,Osceola County,https://ssl.cdn-redfin.com/photo/118/bigphoto/569/S5058569_0.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/569/genMid.S5058569_4_0.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/569/genMid.S5058569_14_0.jpg,2,2,1137,2004,0,1,19,27,0,0,0,228000
https://www.redfin.com/VA/West-Springfield/5902F-Surrey-Hill-Pl-22152/unit-704/home/176883913,5902-F Surrey Hill Pl #704,Springfield, VA 22152,Fairfax County,https://ssl.cdn-redfin.com/photo/235/bigphoto/271/VAFX2001271_2.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/271/genMid.VAFX2001271_5_1.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/271/genMid.VAFX2001271_17_2.jpg,1,1,676,1968,0,9,0,17,0,0,0,222500
https://www.redfin.com/OR/Salem/1641-Onyx-St-NW-97304/home/26516702,1641 Onyx St NW,Salem, OR 97304,Polk County,https://ssl.cdn-redfin.com/photo/85/bigphoto/751/784751_4.jpg https://ssl.cdn-redfin.com/photo/85/mbpaddedwide/751/genMid.784751_10_3.jpg https://ssl.cdn-redfin.com/photo/85/mbpaddedwide/751/genMid.784751_30_3.jpg,4,3,2707,2004,0,16,27,56,0,0,0,629900
https://www.redfin.com/NY/Buffalo/75-14th-St-14213/home/171381389,75 Fourteenth St,Buffalo, NY 14202,Erie County,https://ssl.cdn-redfin.com/photo/191/bigphoto/996/B1361996_0.jpg https://ssl.cdn-redfin.com/photo/191/mbpaddedwide/996/genMid.B1361996_3_0.jpg https://ssl.cdn-redfin.com/photo/191/mbpaddedwide/996/genMid.B1361996_11_0.jpg,3,2.5,2800,1968,0,89,59,93,0,0,0,649900
https://www.redfin.com/TX/Beaumont/195-E-Caldwood-Dr-77707/home/133776421,195 E Caldwood,Beaumont, TX 77707,Jefferson County,https://ssl.cdn-redfin.com/photo/104/bigphoto/782/46328782_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/782/genMid.46328782_8_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/782/genMid.46328782_24_0.jpg,4,3,4063,1962,0,37,0,35,0,0,0,475000
https://www.redfin.com/DE/Frederica/38-Douglas-Dr-19946/home/103812411,38 Douglas Dr,Frederica, DE 19946,Kent County,https://ssl.cdn-redfin.com/photo/235/bigphoto/626/DEKT2002626_4.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/626/genMid.DEKT2002626_1_4.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/626/genMid.DEKT2002626_2_4.jpg,4,2.5,2331,1968,0,0,0,13,0,0,0,434000
https://www.redfin.com/CO/Aurora/21430-E-61st-Dr-80019/home/160380745,21430 E 61st Dr,Aurora, CO 80019,Adams County,https://ssl.cdn-redfin.com/photo/94/bigphoto/577/2573577_0.jpg,3,3,2033,1968,0,0,24,25,0,0,0,648456
https://www.redfin.com/CA/Berkeley/54-Vicente-Rd-94705/home/22670960,54 Vicente Rd,Berkeley, CA 94705,Alameda County,https://ssl.cdn-redfin.com/photo/10/bigphoto/982/40903982_2.jpg https://ssl.cdn-redfin.com/photo/10/mbpaddedwide/982/genMid.40903982_8_2.jpg https://ssl.cdn-redfin.com/photo/10/mbpaddedwide/982/genMid.40903982_25_2.jpg,5,5.5,4775,2007,0,47,32,49,0,0,0,8975000
https://www.redfin.com/FL/Miami/3155-SW-132nd-Ave-33175/home/43107102,3155 SW 132nd Ave,Miami, FL 33175,Miami-Dade County,https://ssl.cdn-redfin.com/photo/105/bigphoto/462/A11108462_4.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/462/genMid.A11108462_3_0.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/462/genMid.A11108462_11_0.jpg,5,3.5,3070,1977,0,28,40,35,1,1,0,1600000
https://www.redfin.com/NV/Henderson/193-Leaf-Tree-Ave-89011/home/77245483,193 Leaf Tree Ave,Henderson, NV 89011,Clark County,https://ssl.cdn-redfin.com/photo/95/bigphoto/776/2347776_0.jpg https://ssl.cdn-redfin.com/photo/95/mbpaddedwide/776/genMid.2347776_4_0.jpg https://ssl.cdn-redfin.com/photo/95/mbpaddedwide/776/genMid.2347776_14_0.jpg,4,2.5,2593,2015,0,0,0,41,2,2,0,531000
https://www.redfin.com/MI/Douglas/219-N-Union-St-49406/unit-7/home/176706779,160 Keewatin Way #7,Douglas, MI 49406,Allegan County,https://ssl.cdn-redfin.com/photo/173/bigphoto/162/21110162_0.jpg https://ssl.cdn-redfin.com/photo/173/mbpaddedwide/162/genMid.21110162_15_0.jpg https://ssl.cdn-redfin.com/photo/173/mbpaddedwide/162/genMid.21110162_47_0.jpg,4,3.5,2330,1968,0,48,0,60,0,0,0,630000
https://www.redfin.com/MI/Bloomfield-Hills/3245-Middlebury-Ln-48301/home/99206384,3245 Middlebury Ln,Bloomfield Twp, MI 48301,Oakland County,https://ssl.cdn-redfin.com/photo/144/bigphoto/615/2210061615_3.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/615/genMid.2210061615_12_1.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/615/genMid.2210061615_36_1.jpg,4,3.5,2517,1955,0,31,0,35,0,0,0,479500
https://www.redfin.com/NY/Dewitt/4478-4476-South-ST-13214/home/175363544,4478 4476 South St,Dewitt, NY 13078,Onondaga County,https://ssl.cdn-redfin.com/photo/191/bigphoto/060/B1364060_0.jpg https://ssl.cdn-redfin.com/photo/191/mbpaddedwide/060/genMid.B1364060_11_0.jpg https://ssl.cdn-redfin.com/photo/191/mbpaddedwide/060/genMid.B1364060_33_0.jpg,6,3,3409,1968,0,33,25,27,0,0,0,329000
https://www.redfin.com/MD/Delmar/9425-Rolling-Green-Dr-21875/home/17434759,9425 Rolling Green Dr,Delmar, MD 21875,Wicomico County,https://ssl.cdn-redfin.com/photo/235/bigphoto/048/MDWC2002048_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/048/genMid.MDWC2002048_5_1.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/048/genMid.MDWC2002048_15_1.jpg,4,2.5,2114,1968,0,7,0,27,0,0,0,304990
https://www.redfin.com/WI/Omro/4467-O-Rielly-Rd-54963/home/145649676,4467 O Reilly Rd,Listing provided courtesy of Adashun Jones, Inc.,Winnebago County,https://ssl.cdn-redfin.com/photo/130/bigphoto/186/50243186_O.jpg https://ssl.cdn-redfin.com/photo/130/mbpaddedwide/186/genMid.50243186_13_M.jpg https://ssl.cdn-redfin.com/photo/130/mbpaddedwide/186/genMid.50243186_39_L.jpg,4,2,2008,1968,0,0,0,26,0,0,0,462900
https://www.redfin.com/VA/Front-Royal/87-Walker-Ave-22630/home/68783958,87 Walker,Front Royal, VA 22630,Warren County,https://ssl.cdn-redfin.com/photo/235/bigphoto/067/VAWR2000067_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/067/genMid.VAWR2000067_14_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/067/genMid.VAWR2000067_44_0.jpg,4,3,3368,1989,0,5,0,32,0,0,0,400000
https://www.redfin.com/ID/Wilder/623-Prince-Ave-83676/home/116927840,623 Prince Ave,Wilder, ID 83676,Canyon County,https://ssl.cdn-redfin.com/photo/228/bigphoto/305/98822305_8.jpg https://ssl.cdn-redfin.com/photo/228/mbpaddedwide/305/genMid.98822305_9_8.jpg https://ssl.cdn-redfin.com/photo/228/mbpaddedwide/305/genMid.98822305_27_4.jpg,3,2,1312,2006,0,25,0,34,1,2,0,320000
https://www.redfin.com/MI/Holland/471-E-24th-St-49423/home/96295767,471 E 24th St,Holland, MI 49423,Ottawa County,https://ssl.cdn-redfin.com/photo/173/bigphoto/016/21103016_0.jpg https://ssl.cdn-redfin.com/photo/173/mbpaddedwide/016/genMid.21103016_6_0.jpg https://ssl.cdn-redfin.com/photo/173/mbpaddedwide/016/genMid.21103016_18_0.jpg,4,2,1384,1955,0,40,0,46,0,0,0,239900
https://www.redfin.com/GA/Adairsville/108-Elm-St-30103/home/173165257,108 Elm St,Adairsville, GA 30103,Bartow County,https://ssl.cdn-redfin.com/photo/82/bigphoto/840/6952840_0.jpg https://ssl.cdn-redfin.com/photo/82/mbpaddedwide/840/genMid.6952840_1_0.jpg https://ssl.cdn-redfin.com/photo/82/mbpaddedwide/840/genMid.6952840_2_0.jpg,3,2,1616,1968,0,47,0,46,2,2,0,299990
https://www.redfin.com/CA/Fresno/4736-N-Woodson-Ave-93705/home/83455459,4736 N Woodson Ave,Fresno, CA 93705,Fresno County,https://ssl.cdn-redfin.com/photo/123/bigphoto/135/567135_4.jpg https://ssl.cdn-redfin.com/photo/123/mbpaddedwide/135/genMid.567135_6_3.jpg https://ssl.cdn-redfin.com/photo/123/mbpaddedwide/135/genMid.567135_19_2.jpg,3,2,1285,1977,0,32,39,56,0,0,0,295335
https://www.redfin.com/OR/Bandon/1660-Beach-Loop-Dr-SW-97411/home/65688654,1660 Beach Loop Dr,Bandon, OR 97411,Coos County,https://ssl.cdn-redfin.com/photo/84/bigphoto/179/21297179_0.jpg https://ssl.cdn-redfin.com/photo/84/mbpaddedwide/179/genMid.21297179_3_0.jpg https://ssl.cdn-redfin.com/photo/84/mbpaddedwide/179/genMid.21297179_10_0.jpg,2,1,750,1931,0,15,0,26,0,1,0,750000
https://www.redfin.com/GA/Jefferson/184-Paxton-LN-Unknown/home/176955232,184 Paxton Ln,Jefferson, GA 30549,Jackson County,https://ssl.cdn-redfin.com/photo/82/bigphoto/148/6962148_1.jpg https://ssl.cdn-redfin.com/photo/82/mbpaddedwide/148/genMid.6962148_7_1.jpg https://ssl.cdn-redfin.com/photo/82/mbpaddedwide/148/genMid.6962148_21_1.jpg,4,2.5,2506,1968,0,11,0,21,2,3,0,399990
https://www.redfin.com/FL/Coral-Gables/5724-Riviera-Dr-33146/home/42816227,5724 Riviera Dr,Coral Gables, FL 33146,Miami-Dade County,https://ssl.cdn-redfin.com/photo/105/bigphoto/003/A11105003_0.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/003/genMid.A11105003_10_0.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/003/genMid.A11105003_30_0.jpg,5,6.5,5579,1951,0,33,43,50,1,1,0,6800000
https://www.redfin.com/MI/Troy/6919-Limerick-Ln-48098/home/99025985,6919 Limereck Ln,Troy, MI 48098,Oakland County,https://ssl.cdn-redfin.com/photo/144/bigphoto/437/2210079437_2.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/437/genMid.2210079437_4_0.jpg https://ssl.cdn-redfin.com/photo/144/mbpaddedwide/437/genMid.2210079437_13_0.jpg,3,3,2493,1968,0,1,0,35,0,0,0,395000
https://www.redfin.com/NC/Cornelius/20848-Decora-Dr-28031/home/43862503,20848 Decora Dr,Cornelius, NC 28031,Mecklenburg County,https://ssl.cdn-redfin.com/photo/103/bigphoto/048/3802048_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/048/genMid.3802048_7_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/048/genMid.3802048_23_0.jpg,4,2.5,3358,1996,0,11,0,27,0,0,0,799900
https://www.redfin.com/TX/Dallas/815-N-Tyler-St-75208/home/30832522,815 N Tyler St,Dallas, TX 75208,Dallas County,https://ssl.cdn-redfin.com/photo/90/bigphoto/779/14674779_0.jpg https://ssl.cdn-redfin.com/photo/90/mbpaddedwide/779/genMid.14674779_3_0.jpg https://ssl.cdn-redfin.com/photo/90/mbpaddedwide/779/genMid.14674779_9_0.jpg,3,1.5,1416,1925,0,83,44,57,0,0,0,350000
https://www.redfin.com/VA/Unknown/10305-Spotswood-Dr-22408/home/176972952,10305 Spotswood Dr,Fredericksburg, VA 22408,Spotsylvania County,https://ssl.cdn-redfin.com/photo/235/bigphoto/614/VASP2003614_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/614/genMid.VASP2003614_10_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/614/genMid.VASP2003614_32_0.jpg,5,3.5,3287,1968,0,0,0,39,0,0,0,546404
https://www.redfin.com/OK/Sperry/9153-N-Osage-Dr-74073/home/74422123,9153 N Osage Dr,Sperry, OK 74073,Tulsa County,https://ssl.cdn-redfin.com/photo/164/bigphoto/191/2138191_3.jpg https://ssl.cdn-redfin.com/photo/164/mbpaddedwide/191/genMid.2138191_7_3.jpg https://ssl.cdn-redfin.com/photo/164/mbpaddedwide/191/genMid.2138191_22_3.jpg,3,2,1779,1955,0,1,0,25,1,3,0,199900
