href,stress_address,city,state_and_zip,county,img_href,beds,bath,area,year_built,lot_size,walk_score,transit_score,bike_score,lot_size,cooling,heating,has_pool,parking_size,price
https://www.redfin.com/PA/California/79-2nd-St-15419/home/70032111,79 2nd St,California, PA 15419,Washington County,https://ssl.cdn-redfin.com/photo/162/bigphoto/876/1519876_0.jpg https://ssl.cdn-redfin.com/photo/162/mbpaddedwide/876/genMid.1519876_1_0.jpg,2,1,—,1920,None,76,None,62,None,None,Forced Air| Gas,None,None,$89900
https://www.redfin.com/IL/Lyons/4608-Hawthorne-Ave-60534/home/14069207,4608 Hawthorne Ave,Lyons, IL 60534,Cook County,https://ssl.cdn-redfin.com/photo/68/bigphoto/683/11177683_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/683/genMid.11177683_7_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/683/genMid.11177683_21_0.jpg,5,3,2061,1930,None,62,None,65,None,Central Air,Natural Gas,None,None,$389000
https://www.redfin.com/MA/Duxbury/30-Flint-Locke-Dr-02332/home/16342437,30 Flint Locke Dr,Duxbury, MA 02332,Plymouth County,https://ssl.cdn-redfin.com/photo/52/bigphoto/349/72903349_3.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/349/genMid.72903349_9_2.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/349/genMid.72903349_28_2.jpg,5,3.5,3456,1965,None,19,None,18,None,None,None,None,None,$995000
https://www.redfin.com/CA/Paso-Robles/620-17th-St-93446/home/177148452,620 17th St,Paso Robles, CA 93446,San Luis Obispo County,https://ssl.cdn-redfin.com/photo/45/bigphoto/906/NS21244906_0.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/906/genMid.NS21244906_2_0.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/906/genMid.NS21244906_7_0.jpg,—,1,3700,—,None,88,None,50,None,None,None,None,None,$550000
https://www.redfin.com/CO/Lakewood/445-Wright-St-80228/unit-314/home/34474961,445 Wright St #314,Lakewood, CO 80228,Jefferson County,https://ssl.cdn-redfin.com/photo/94/bigphoto/262/6311262_1.jpg https://ssl.cdn-redfin.com/photo/94/mbpaddedwide/262/genMid.6311262_7_1.jpg https://ssl.cdn-redfin.com/photo/94/mbpaddedwide/262/genMid.6311262_22_1.jpg,2,1,1071,1982,None,32,50,56,None,None,None,None,None,$309000
https://www.redfin.com/NJ/Passaic/225-Burgess-Pl-07055/home/37611235,225 Burgess Pl,Passaic City, NJ 07055-3232,Passaic County,https://ssl.cdn-redfin.com/photo/121/bigphoto/072/3747072_1.jpg https://ssl.cdn-redfin.com/photo/121/mbpaddedwide/072/genMid.3747072_2_1.jpg https://ssl.cdn-redfin.com/photo/121/mbpaddedwide/072/genMid.3747072_8_0.jpg,4,2,—,1930,None,74,53,51,None,Window A/C(s),2 Units,None,None,$349900
https://www.redfin.com/FL/East-Palatka/192-San-Cristobal-Ave-32131/home/112431495,192 San Cristobal Ave,EAST PALATKA, FL 32131,Putnam County,https://ssl.cdn-redfin.com/photo/118/bigphoto/549/L4922549_2.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/549/genMid.L4922549_1_2.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/549/genMid.L4922549_4_2.jpg,—,—,0.26,—,0.26,2,None,42,0.26,None,None,None,None,$12999
https://www.redfin.com/WV/Martinsburg/12556-Apple-Harvest-Dr-25403/home/15878315,12556 Apple Harvest Dr,Martinsburg, WV 25403,Berkeley County,https://ssl.cdn-redfin.com/photo/235/bigphoto/646/WVBE2003646_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/646/genMid.WVBE2003646_14_0.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/646/genMid.WVBE2003646_42_0.jpg,4,2.5,2550,1961,None,0,None,13,None,None,None,None,None,$449900
https://www.redfin.com/FL/Clearwater/2297-Sweet-Grass-Ct-33759/home/47847006,2297 Sweet Grass Ct,CLEARWATER, FL 33759,Pinellas County,https://ssl.cdn-redfin.com/photo/118/bigphoto/277/U8138277_5.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/277/genMid.U8138277_7_3.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/277/genMid.U8138277_21_3.jpg,5,3,3476,2006,0.51,50,29,58,0.51,None,None,None,None,$725000
https://www.redfin.com/MD/Knoxville/4410-Weston-Dr-21758/home/176552210,4410 Westin Dr,Knoxville, MD 21758,Frederick County,https://ssl.cdn-redfin.com/photo/235/bigphoto/658/MDFR2006658_2.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/658/genMid.MDFR2006658_5_2.jpg https://ssl.cdn-redfin.com/photo/235/mbpaddedwide/658/genMid.MDFR2006658_15_2.jpg,3,2.5,3143,—,None,0,None,14,None,None,None,None,None,$865000
https://www.redfin.com/FL/Jacksonville-Beach/1003-21st-St-N-32250/home/176742284,1003 21 St North,Jacksonville Beach, FL 32250,Duval County,https://ssl.cdn-redfin.com/photo/149/bigphoto/781/1136781_5.jpg https://ssl.cdn-redfin.com/photo/149/mbpaddedwide/781/genMid.1136781_10_5.jpg https://ssl.cdn-redfin.com/photo/149/mbpaddedwide/781/genMid.1136781_31_3.jpg,4,2.5,2075,—,None,44,None,48,None,None,None,None,None,$739900
https://www.redfin.com/VA/Newport-News/331-Advocate-Ct-23608/unit-B/home/49625226,331 Advocate Ct Unit B,Newport News, VA 23608,Newport News,https://ssl.cdn-redfin.com/photo/110/bigphoto/678/10405678_0.jpg https://ssl.cdn-redfin.com/photo/110/mbpaddedwide/678/genMid.10405678_5_0.jpg https://ssl.cdn-redfin.com/photo/110/mbpaddedwide/678/genMid.10405678_15_0.jpg,2,1.5,1152,1972,None,28,30,24,None,None,None,None,None,$139900
https://www.redfin.com/FL/Weston/16773-Botaniko-Dr-S-33326/home/107482026,16773 S Botaniko Dr S,Weston, FL 33326,Broward County,https://ssl.cdn-redfin.com/photo/105/bigphoto/894/A11117894_0.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/894/genMid.A11117894_1_0.jpg https://ssl.cdn-redfin.com/photo/105/mbpaddedwide/894/genMid.A11117894_3_0.jpg,5,6.5,5293,—,None,18,None,38,None,Central Air| Electric,Central| Electric,None,None,$2400900
https://www.redfin.com/CA/Escondido/743-Trunorth-Cir-92026/home/112891081,743 TRUNORTH Cir,ESCONDIDO, CA 92026,San Diego County,https://ssl.cdn-redfin.com/photo/48/bigphoto/909/210029909_E.jpg https://ssl.cdn-redfin.com/photo/48/mbpaddedwide/909/genMid.210029909_5_A.jpg https://ssl.cdn-redfin.com/photo/48/mbpaddedwide/909/genMid.210029909_17_6.jpg,3,2.5,1800,2015,None,19,30,11,None,Central Forced Air,None,None,None,$675000
https://www.redfin.com/VA/Aylett/10-Estelle-TER-Unknown/home/176250641,10 Estelle Ter,Aylett, VA 23009,King William County,https://ssl.cdn-redfin.com/photo/131/bigphoto/615/2126615_0.jpg,4,3,2216,—,0.58,7,None,26,0.58,Zoned,Electric| Zoned,None,None,$412427
https://www.redfin.com/NV/Las-Vegas/10412-Pacific-Palisades-Ave-89144/home/29112827,10412 Pacific Palisades Ave,Las Vegas, NV 89144,Clark County,https://ssl.cdn-redfin.com/photo/95/bigphoto/903/2346903_1.jpg https://ssl.cdn-redfin.com/photo/95/mbpaddedwide/903/genMid.2346903_5_1.jpg https://ssl.cdn-redfin.com/photo/95/mbpaddedwide/903/genMid.2346903_17_1.jpg,4,3,2934,1997,0.14,27,27,31,0.14,Central Air| Electric,Central| Gas,None,None,$719000
https://www.redfin.com/NH/Laconia/111-Warren-St-03246/home/96534554,111 Warren St,Listing provided courtesy of Coldwell Banker Realty Gilford NH.
Listed by Reed Heath •Coldwell Banker Realty Gilford NH,Belknap County,https://ssl.cdn-redfin.com/photo/154/bigphoto/191/4873191_0.jpg,2,1,863,1955,None,43,None,24,None,None,None,None,None,$229000
https://www.redfin.com/IN/Mooresville/2-Civic-Cir-46158/home/176498838,2 Civic Cir,Mooresville, IN 46158,Morgan County,https://ssl.cdn-redfin.com/photo/147/bigphoto/956/21814956_2.jpg https://ssl.cdn-redfin.com/photo/147/mbpaddedwide/956/genMid.21814956_1_2.jpg https://ssl.cdn-redfin.com/photo/147/mbpaddedwide/956/genMid.21814956_3_2.jpg,2,1,1057,—,0,5,None,21,0,None,None,None,None,$265000
https://www.redfin.com/IL/Glenwood/410-N-Illinois-Ave-60425/home/12853143,410 N Illinois Ave,Glenwood, IL 60425,Cook County,https://ssl.cdn-redfin.com/photo/68/bigphoto/573/11254573_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/573/genMid.11254573_6_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/573/genMid.11254573_18_0.jpg,3,1.5,1794,1967,None,49,None,39,None,Central Air,Natural Gas,None,None,$237900
https://www.redfin.com/KY/Louisville/7610-Parkridge-Trce-40214/home/84203341,7610 Parkridge Trce,Louisville, KY 40214,Jefferson County,https://ssl.cdn-redfin.com/photo/185/bigphoto/433/1600433_0.jpg https://ssl.cdn-redfin.com/photo/185/mbpaddedwide/433/genMid.1600433_14_0.jpg https://ssl.cdn-redfin.com/photo/185/mbpaddedwide/433/genMid.1600433_43_0.jpg,4,3.5,4210,—,None,6,0,3,None,None,None,None,None,$420000
https://www.redfin.com/NY/Hempstead/60-Gladys-Ave-11550/home/20449834,60 Gladys Ave,Hempstead, NY 11550,Nassau County,https://ssl.cdn-redfin.com/photo/269/bigphoto/222/3352222_1.jpg https://ssl.cdn-redfin.com/photo/269/mbpaddedwide/222/genMid.3352222_7_1.jpg https://ssl.cdn-redfin.com/photo/269/mbpaddedwide/222/genMid.3352222_21_1.jpg,5,2,—,1903,0.12,77,57,56,0.12,Wall Unit(s)| Window Unit(s),Natural Gas| Baseboard,None,None,$599000
https://www.redfin.com/TX/Mercedes/402-W-5th-St-78570/home/69559987,402 W 5th St,Elsa, TX 78543,Hidalgo County,https://ssl.cdn-redfin.com/photo/153/bigphoto/159/358159_0.jpg https://ssl.cdn-redfin.com/photo/153/mbpaddedwide/159/genMid.358159_3_0.jpg https://ssl.cdn-redfin.com/photo/153/mbpaddedwide/159/genMid.358159_11_0.jpg,—,—,2099,1983,0.27551,44,None,46,0.27551,None,None,None,None,$79000
https://www.redfin.com/OK/Tulsa/7815-E-79th-St-74133/home/177150706,7815 E 79th St,Tulsa, OK 74133,Tulsa County,https://ssl.cdn-redfin.com/photo/164/bigphoto/506/2138506_5.jpg https://ssl.cdn-redfin.com/photo/164/mbpaddedwide/506/genMid.2138506_2_5.jpg https://ssl.cdn-redfin.com/photo/164/mbpaddedwide/506/genMid.2138506_6_5.jpg,—,—,1.00,—,1,47,22,46,1,None,None,None,None,$399995
https://www.redfin.com/CA/Santa-Ana/2521-W-Sunflower-Ave-92704/unit-L15/home/5508292,2521 W Sunflower Ave Unit L15,Santa Ana, CA 92704,Orange County,https://ssl.cdn-redfin.com/photo/45/bigphoto/525/PW21232525_1.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/525/genMid.PW21232525_6_0.jpg https://ssl.cdn-redfin.com/photo/45/mbpaddedwide/525/genMid.PW21232525_20_0.jpg,2,2,878,1974,None,65,35,52,None,None,None,None,None,$390000
https://www.redfin.com/PA/Bethel-Park/3166-S-Park-Rd-15102/home/73580638,3166 South Park Rd,Bethel Park, PA 15102,Allegheny County,https://ssl.cdn-redfin.com/photo/162/bigphoto/203/1530203_4.jpg https://ssl.cdn-redfin.com/photo/162/mbpaddedwide/203/genMid.1530203_5_4.jpg https://ssl.cdn-redfin.com/photo/162/mbpaddedwide/203/genMid.1530203_15_6.jpg,4,2,—,1940,None,44,29,21,None,Central Air| Electric,Forced Air| Gas,None,None,$189900
https://www.redfin.com/AZ/Mesa/2828-E-Russell-St-85213/home/40414033,2828 E RUSSELL St,Mesa, AZ 85213,Maricopa County,https://ssl.cdn-redfin.com/photo/86/bigphoto/531/6299531_1.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/531/genMid.6299531_6_1.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/531/genMid.6299531_18_1.jpg,3,2,2382,2016,None,7,0,28,None,None,None,None,None,$670000
https://www.redfin.com/NY/New-York/175-E-62nd-St-10065/home/114800756,Unit at 175 E 62nd St,New York, NY 10065,New York County,https://ssl.cdn-redfin.com/photo/211/bigphoto/296/RPLU-63221237296_0.jpg,4,4,—,—,0.241,100,100,82,0.241,None,None,None,None,$1695000
https://www.redfin.com/FL/QUINCY/4TH-ST-32351/home/138083147,4th St,QUINCY, FL 32351,Gadsden County,https://ssl.cdn-redfin.com/photo/194/bigphoto/438/221052438_2.jpg https://ssl.cdn-redfin.com/photo/194/mbpaddedwide/438/genMid.221052438_1_2.jpg https://ssl.cdn-redfin.com/photo/194/mbpaddedwide/438/genMid.221052438_3_2.jpg,—,—,8712,—,0.2,29,None,25,0.2,None,None,None,None,$10900
https://www.redfin.com/OK/Bixby/17814-S-48th-AVE-E-74008/home/176672587,17814 S 48th Ave E,Bixby, OK 74008,Tulsa County,https://ssl.cdn-redfin.com/photo/164/bigphoto/916/2134916_1.jpg,4,3.5,—,—,0.52,2,None,25,0.52,Central Air,Central| Gas,None,None,$578000
https://www.redfin.com/AZ/San-Tan-Valley/1953-E-Shetland-Dr-85140/home/27043383,1953 E SHETLAND Dr,San Tan Valley, AZ 85140,Pinal County,https://ssl.cdn-redfin.com/photo/86/bigphoto/959/6319959_1.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/959/genMid.6319959_9_1.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/959/genMid.6319959_29_1.jpg,3,2,1364,2003,None,5,None,28,None,None,None,None,None,$355900
https://www.redfin.com/CA/Plumas-Lake/1553-Minories-Dr-95961/home/127788956,1553 Minories Dr,Plumas Lake, CA 95961,Yuba County,https://ssl.cdn-redfin.com/photo/77/bigphoto/423/221137423_0.jpg https://ssl.cdn-redfin.com/photo/77/mbpaddedwide/423/genMid.221137423_4_0.jpg https://ssl.cdn-redfin.com/photo/77/mbpaddedwide/423/genMid.221137423_13_0.jpg,3,2.5,3044,2009,0.19,4,None,35,0.19,Ceiling Fan(s)| Central,Central,No,None,$519999
https://www.redfin.com/NY/Schenectady/1151-Waverly-Pl-12308/home/73305432,1151 Waverly Pl,Schenectady, NY 12308,Schenectady County,https://ssl.cdn-redfin.com/photo/175/bigphoto/756/202131756_0.jpg https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/756/genMid.202131756_9_0.jpg https://ssl.cdn-redfin.com/photo/175/mbpaddedwide/756/genMid.202131756_28_0.jpg,5,3,2411,1905,None,55,33,41,None,None,None,None,None,$240000
https://www.redfin.com/TN/LOBELVILLE/DEER-RUN-RD-37097/home/87406153,0 Deer Run Rd,Lobelville, TN 37097,Perry County,https://ssl.cdn-redfin.com/photo/145/bigphoto/020/2271020_1.jpg https://ssl.cdn-redfin.com/photo/145/mbpaddedwide/020/genMid.2271020_3_1.jpg https://ssl.cdn-redfin.com/photo/145/mbpaddedwide/020/genMid.2271020_10_1.jpg,—,—,22.55,—,22.55,0,None,3,22.55,None,None,None,None,$40000
https://www.redfin.com/OK/Choctaw/17200-NE-23rd-St-73020/home/78597700,17200 NE 23rd St,Choctaw, OK 73020,Oklahoma County,https://ssl.cdn-redfin.com/photo/163/bigphoto/688/978688_1.jpg https://ssl.cdn-redfin.com/photo/163/mbpaddedwide/688/genMid.978688_2_1.jpg https://ssl.cdn-redfin.com/photo/163/mbpaddedwide/688/genMid.978688_7_0.jpg,—,—,3.00,1954,None,13,None,26,None,None,None,None,None,$525000
https://www.redfin.com/MA/Everett/179-Elm-St-02149/home/174977210,179 Elm St,Everett, MA 02149,Middlesex County,https://ssl.cdn-redfin.com/photo/52/bigphoto/940/72817940_0.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/940/genMid.72817940_5_0.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/940/genMid.72817940_15_0.jpg,5,4.5,3977,—,None,76,56,54,None,None,None,None,None,$1499000
https://www.redfin.com/IN/Cicero/Tamarack/Armstrong-Slab/home/166859910,Armstrong Slab,Cicero, IN 46034,None,https://ssl.cdn-redfin.com/photo/113/bigphoto/543/Plan-171649543_0.jpg https://ssl.cdn-redfin.com/photo/113/mbpaddedwide/543/genMid.Plan-171649543_1_0.jpg https://ssl.cdn-redfin.com/photo/113/mbpaddedwide/543/genMid.Plan-171649543_5_0.jpg,3,2.5,2002,None,None,9,None,39,None,None,None,None,None,$281990+
https://www.redfin.com/IL/Homewood/1850-Cedar-Rd-60430/home/12906536,1850 Cedar Rd,Homewood, IL 60430,Cook County,https://ssl.cdn-redfin.com/photo/68/bigphoto/936/11227936_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/936/genMid.11227936_7_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/936/genMid.11227936_21_0.jpg,4,2.5,2000,1909,None,56,40,46,None,Central Air,Natural Gas,None,None,$309900
https://www.redfin.com/MI/Lakeview/907-Washington-St-48850/home/176553110,0 Maple Dr,Lakeview, MI 48850,Montcalm County,https://ssl.cdn-redfin.com/photo/173/bigphoto/636/21008636_0.jpg,—,—,0.50,—,None,36,None,38,None,None,None,None,None,$17000
https://www.redfin.com/OH/Bradford/512-S-Miami-Ave-45308/home/70690312,512 S Miami Ave,Bradford, OH 45308,Miami County,https://ssl.cdn-redfin.com/photo/161/bigphoto/665/846665_1.jpg https://ssl.cdn-redfin.com/photo/161/mbpaddedwide/665/genMid.846665_2_1.jpg https://ssl.cdn-redfin.com/photo/161/mbpaddedwide/665/genMid.846665_6_1.jpg,2,1,880,1920,None,35,None,44,None,None,None,None,None,$47900
https://www.redfin.com/NE/Omaha/5220-N-13th-St-68110/unit-13/home/103552280,5220 N 13-E St,Omaha, NE 68110,Douglas County,https://ssl.cdn-redfin.com/photo/186/bigphoto/555/21617555_0.jpg,—,—,—,—,None,4,14,50,None,None,None,None,None,$15200
https://www.redfin.com/AZ/Mayer/20139-E-Longhorn-Ln-86333/home/123257448,20139 E LONGHORN Ln,Mayer, AZ 86333,Yavapai County,https://ssl.cdn-redfin.com/photo/86/bigphoto/341/6308341_0.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/341/genMid.6308341_8_0.jpg https://ssl.cdn-redfin.com/photo/86/mbpaddedwide/341/genMid.6308341_25_0.jpg,4,3,1729,2008,None,21,None,28,None,None,None,None,None,$329900
https://www.redfin.com/NE/Lincoln/5230-London-Rd-68516/home/134729118,5230 London Rd,Lincoln, NE 68516,Lancaster County,https://ssl.cdn-redfin.com/photo/186/bigphoto/125/22127125_0.jpg https://ssl.cdn-redfin.com/photo/186/mbpaddedwide/125/genMid.22127125_9_0.jpg https://ssl.cdn-redfin.com/photo/186/mbpaddedwide/125/genMid.22127125_28_0.jpg,3,2,1952,1986,None,34,22,40,None,Central Air,None,None,None,$249900
https://www.redfin.com/CA/Citrus-Heights/6525-Sunrise-Blvd-95610/unit-58/home/177147973,6525 Sunrise Blvd #58,Citrus Heights, CA 95610,Sacramento County,https://ssl.cdn-redfin.com/photo/77/bigphoto/473/221142473_0.jpg https://ssl.cdn-redfin.com/photo/77/mbpaddedwide/473/genMid.221142473_10_1.jpg https://ssl.cdn-redfin.com/photo/77/mbpaddedwide/473/genMid.221142473_30_1.jpg,2,1,720,—,None,60,None,45,None,Ceiling Fan(s)| Window Unit(s),Central| Natural Gas,None,None,$49900
https://www.redfin.com/PA/Connoquenessing/Leslie-Farms/Whitehall-II/home/173804165,Whitehall II,Evans City, PA 16033,None,https://ssl.cdn-redfin.com/photo/113/bigphoto/853/Plan-171854853_0.jpg https://ssl.cdn-redfin.com/photo/113/mbpaddedwide/853/genMid.Plan-171854853_5_0.jpg https://ssl.cdn-redfin.com/photo/113/mbpaddedwide/853/genMid.Plan-171854853_16_0.jpg,4,2.5,1929,None,None,1,None,16,None,None,None,None,None,$338990+
https://www.redfin.com/TX/Rock-Island/000-TBD-Ellis-LN-77470/home/175643122,000 TBD Ellis Ln,Rock Island, TX 77470,Colorado County,https://ssl.cdn-redfin.com/photo/104/bigphoto/265/70558265_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/265/genMid.70558265_5_0.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/265/genMid.70558265_16_0.jpg,—,—,26.49,—,None,0,None,25,None,None,None,None,None,$525000
https://www.redfin.com/HI/Pearl-City/98-834-Noelani-St-96782/unit-12/home/175228226,98-834 Noelani St #12,Pearl City, HI 96782,Honolulu County,https://ssl.cdn-redfin.com/photo/169/bigphoto/271/202127271_7.jpg https://ssl.cdn-redfin.com/photo/169/mbpaddedwide/271/genMid.202127271_6_6.jpg https://ssl.cdn-redfin.com/photo/169/mbpaddedwide/271/genMid.202127271_18_3.jpg,3,2,1278,—,None,25,49,22,None,None,None,None,None,$635000
https://www.redfin.com/KY/Oneida/99999-Graham-Branch-RD-40872/home/173736530,99999 Graham Branch Rd,Oneida, KY,Clay County,https://ssl.cdn-redfin.com/photo/208/bigphoto/931/20023931_2.jpg https://ssl.cdn-redfin.com/photo/208/mbpaddedwide/931/genMid.20023931_1_2.jpg,—,—,—,—,300,5,None,1,300,None,None,None,None,$275000
https://www.redfin.com/IL/Rockford/5517-Roanoke-Rd-61107/home/14316542,5517 Roanoke Rd,Rockford, IL 61107,Winnebago County,https://ssl.cdn-redfin.com/photo/68/bigphoto/429/11238429_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/429/genMid.11238429_9_0.jpg https://ssl.cdn-redfin.com/photo/68/mbpaddedwide/429/genMid.11238429_27_0.jpg,4,2.5,2112,—,None,14,None,27,None,Central Air,Natural Gas| Forced Air,None,None,$234900
https://www.redfin.com/FL/Hernando/3560-E-Squaw-Valley-Dr-34442/home/129351336,3560 E Squaw Valley Dr,HERNANDO, FL 34442,Citrus County,https://ssl.cdn-redfin.com/photo/118/bigphoto/592/OM629592_0.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/592/genMid.OM629592_3_0.jpg https://ssl.cdn-redfin.com/photo/118/mbpaddedwide/592/genMid.OM629592_10_0.jpg,2,1,644,1993,0.15,8,None,28,0.15,None,None,None,None,$75000
https://www.redfin.com/TX/Pearland/1312-Ainsley-Way-Dr-77581/home/40453039,1312 Ainsley Way Dr,Pearland, TX 77581,Brazoria County,https://ssl.cdn-redfin.com/photo/104/bigphoto/598/11369598_2.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/598/genMid.11369598_4_2.jpg https://ssl.cdn-redfin.com/photo/104/mbpaddedwide/598/genMid.11369598_12_2.jpg,3,2,1514,2012,None,37,None,35,None,None,None,None,None,$310000
https://www.redfin.com/WA/Puyallup/10712-S-Fruitland-98373/home/2815440,10712 Fruitland Ave E,Listing provided courtesy of Realty10x.,Pierce County,https://ssl.cdn-redfin.com/photo/1/bigphoto/094/1851094_0.jpg https://ssl.cdn-redfin.com/photo/1/mbpaddedwide/094/genMid.1851094_9_0.jpg https://ssl.cdn-redfin.com/photo/1/mbpaddedwide/094/genMid.1851094_27_0.jpg,2,1,1012,1900,0.4362,8,None,15,0.4362,None,None,None,None,$399500
https://www.redfin.com/MA/Westborough/2-Richardson-Ct-01581/home/16634806,2 Richardson Ct,Westborough, MA 01581,Worcester County,https://ssl.cdn-redfin.com/photo/52/bigphoto/209/72903209_Q.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/209/genMid.72903209_9_P.jpg https://ssl.cdn-redfin.com/photo/52/mbpaddedwide/209/genMid.72903209_28_P.jpg,4,2.5,2728,1968,None,0,None,5,None,None,None,None,None,$599900
https://www.redfin.com/SC/BATESBURG/MITCHELL-ST-29006/home/86856757,Mitchell St,Batesburg, SC 29006,Lexington County,https://ssl.cdn-redfin.com/photo/179/bigphoto/991/505991_0.jpg https://ssl.cdn-redfin.com/photo/179/mbpaddedwide/991/genMid.505991_1_0.jpg https://ssl.cdn-redfin.com/photo/179/mbpaddedwide/991/genMid.505991_3_0.jpg,—,—,14.50,—,None,35,None,42,None,None,None,None,None,$1015000
https://www.redfin.com/NY/Brooklyn/Undisclosed-address-11238/home/40916897,105 Lexington Ave Unit 4C,Brooklyn, NY 11238,Kings County,https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=105+Lexington+Ave+Unit+4C%2C+Brooklyn%2C+NY+11238&size=665x441&source=outdoor&client=gme-redfin&signature=lENSNsvREMlbsAynZa6VLNw5PPg=,—,—,1818,1930,None,96,100,90,None,None,None,None,None,
https://www.redfin.com/WI/Platteville/195-Preston-Dr-53818/home/84238698,195 Preston Dr,Listing provided courtesy of Platteville Realty LLC.,Grant County,https://ssl.cdn-redfin.com/photo/129/bigphoto/815/1919815_9.jpg https://ssl.cdn-redfin.com/photo/129/mbpaddedwide/815/genMid.1919815_7_9.jpg https://ssl.cdn-redfin.com/photo/129/mbpaddedwide/815/genMid.1919815_22_9.jpg,2,2,1312,—,None,52,None,44,None,None,None,None,None,$167000
https://www.redfin.com/OH/Dublin/5633-Hathaway-Ct-43016/home/79538874,5633 Hathaway Ct,Dublin, OH 43016,Franklin County,https://ssl.cdn-redfin.com/photo/160/bigphoto/632/221043632_0.jpg https://ssl.cdn-redfin.com/photo/160/mbpaddedwide/632/genMid.221043632_11_0.jpg https://ssl.cdn-redfin.com/photo/160/mbpaddedwide/632/genMid.221043632_35_0.jpg,4,2.5,2224,1997,None,23,None,38,None,None,None,None,None,$449000
https://www.redfin.com/WI/Kimberly/300-Papermill-54136/unit-106/home/176969257,300 Papermill #106,Listing provided courtesy of Property Outfitters, LLC.,Outagamie County,https://ssl.cdn-redfin.com/photo/130/bigphoto/216/50250216_3.jpg https://ssl.cdn-redfin.com/photo/130/mbpaddedwide/216/genMid.50250216_6_3.jpg https://ssl.cdn-redfin.com/photo/130/mbpaddedwide/216/genMid.50250216_20_3.jpg,3,3,1350,—,None,22,None,50,None,None,None,None,None,$550000
https://www.redfin.com/NC/Charlotte/9805-Windy-Meadow-Ln-28269/home/43880344,9805 Windy Meadow Ln,Charlotte, NC 28269,Mecklenburg County,https://ssl.cdn-redfin.com/photo/103/bigphoto/397/3805397_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/397/genMid.3805397_1_0.jpg https://ssl.cdn-redfin.com/photo/103/mbpaddedwide/397/genMid.3805397_3_0.jpg,3,2,1676,1987,None,2,20,33,None,None,None,None,None,$300000
https://www.redfin.com/VT/Hubbardton/349-Ledgemere-Point-RD-05735/home/172129795,349 Ledgemere Point Rd,Listing provided courtesy of BHHS Vermont Realty Group/Vergennes.
Listed by Sean Dye •BHHS Vermont Realty Group/Vergennes,Rutland County,https://ssl.cdn-redfin.com/photo/154/bigphoto/853/4889853_0.jpg https://ssl.cdn-redfin.com/photo/154/mbpaddedwide/853/genMid.4889853_9_0.jpg https://ssl.cdn-redfin.com/photo/154/mbpaddedwide/853/genMid.4889853_29_0.jpg,3,2.5,3850,—,None,0,None,19,None,None,None,None,None,$640000
https://www.redfin.com/SC/WATERLOO/402-NANALOO-AVE-29384/home/87113607,402 NANALOO AVE,WATERLOO, SC 29384,Laurens County,https://ssl.cdn-redfin.com/photo/221/bigphoto/827/11455827_0.jpg https://ssl.cdn-redfin.com/photo/221/mbpaddedwide/827/genMid.11455827_2_0.jpg https://ssl.cdn-redfin.com/photo/221/mbpaddedwide/827/genMid.11455827_6_0.jpg,7,6.5,6000,—,None,1,None,17,None,None,None,None,None,$1200000
